step,loss_total,loss_action,loss_dct,loss_img
30000,11.370254665613174,0.04176521301269531,0.023176030692411587,11.326171875
60000,11.38540431857109,0.03387641906738281,0.019184414260962512,11.349609375
80000,11.751449942588806,0.04221534729003906,0.02203310794720892,11.70703125
