step,loss_total,loss_action,loss_dct,loss_img
20000,10.372243016958237,0.05122184753417969,0.0266174749849597,10.318359375
40000,10.362392604351044,0.04759407043457031,0.02298548630642472,10.3125
60000,10.40974348783493,0.04616737365722656,0.022480042724055238,10.361328125
80000,10.416553527116776,0.04313087463378906,0.0232892184285447,10.37109375
100000,10.430734097957611,0.03814125061035156,0.019678804310387932,10.390625
120000,10.438359290361404,0.03799247741699219,0.01929250857210718,10.3984375
140000,10.443398922681808,0.04459381103515625,0.02320655182847986,10.396484375
